#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
g20980.t1            -          PF13895_full         -                  0 2829.4   0.0     3e-19   70.3   0.1  78.7  10   5  65  79  79  78  76 -
g31675.t1            -          PF13895_full         -              8e-11   42.9   0.1   9.2e-11   42.7   0.1   1.1   1   0   0   1   1   1   1 -
g14694.t1            -          PF13895_full         -            8.1e-11   42.8   8.5   1.2e-09   39.1   1.4   2.2   1   1   0   2   2   2   1 -
g19415.t1            -          PF13895_full         -            8.9e-11   42.7   0.1   1.8e-10   41.7   0.1   1.5   1   0   0   1   1   1   1 -
g10902.t1            -          PF13895_full         -            1.2e-10   42.3   4.2   3.2e-10   40.9   4.2   1.7   1   0   0   1   1   1   1 -
g27977.t1            -          PF13895_full         -            1.3e-10   42.1   0.3   1.7e-10   41.8   0.3   1.1   1   0   0   1   1   1   1 -
g11584.t1            -          PF13895_full         -            1.4e-10   42.1   0.2   1.4e-10   42.1   0.2   2.4   2   0   0   2   2   1   1 -
g7293.t2             -          PF13895_full         -            2.2e-10   41.4   0.1   2.2e-10   41.4   0.1   1.9   2   0   0   2   2   1   1 -
g7719.t1             -          PF13895_full         -            2.6e-10   41.2   0.0   5.2e-10   40.2   0.0   1.4   2   0   0   2   2   1   1 -
g12250.t1            -          PF13895_full         -              3e-10   41.0   0.8   8.2e-10   39.6   0.8   1.7   1   0   0   1   1   1   1 -
g14551.t1            -          PF13895_full         -              3e-10   41.0   2.6   7.7e-10   39.7   0.7   2.4   2   1   1   3   3   2   1 -
g18686.t1            -          PF13895_full         -            3.6e-10   40.7   0.3   6.5e-10   39.9   0.3   1.4   1   0   0   1   1   1   1 -
g28594.t1            -          PF13895_full         -            3.9e-10   40.6   0.2   3.9e-10   40.6   0.2   1.7   2   0   0   2   2   1   1 -
g14096.t1            -          PF13895_full         -              4e-10   40.6   4.2   2.9e-06   28.0   0.9   2.8   3   0   0   3   3   2   2 -
g29716.t1            -          PF13895_full         -            4.4e-10   40.5   0.0   5.3e-10   40.2   0.0   1.1   1   0   0   1   1   1   1 -
g18691.t1            -          PF13895_full         -            4.6e-10   40.4   0.1   1.4e-09   38.8   0.0   1.8   1   1   0   1   1   1   1 -
g30119.t1            -          PF13895_full         -              5e-10   40.3   0.0   1.1e-09   39.2   0.0   1.5   1   0   0   1   1   1   1 -
g26559.t1            -          PF13895_full         -            8.3e-10   39.5   0.1     2e-09   38.3   0.1   1.5   1   0   0   1   1   1   1 -
g1028.t1             -          PF13895_full         -            9.4e-10   39.4   6.3   1.2e-07   32.5   2.6   2.2   1   1   1   2   2   2   1 -
g21537.t1            -          PF13895_full         -            1.1e-09   39.2   0.0   2.4e-09   38.1   0.0   1.6   1   0   0   1   1   1   1 -
g29491.t1            -          PF13895_full         -            1.2e-09   39.0   0.6   6.2e-08   33.5   0.1   2.0   1   1   1   2   2   2   1 -
g7293.t1             -          PF13895_full         -            1.4e-09   38.8   1.8   1.4e-09   38.8   1.8   1.7   2   0   0   2   2   1   1 -
g29558.t1            -          PF13895_full         -            1.4e-09   38.8   2.2   1.4e-09   38.8   2.2   5.1   7   1   1   8   8   1   1 -
g20008.t1            -          PF13895_full         -            1.9e-09   38.3   0.0   3.1e-09   37.7   0.0   1.2   1   0   0   1   1   1   1 -
g23123.t1            -          PF13895_full         -            2.1e-09   38.2   6.9   6.2e-05   23.7   2.3   2.3   1   1   1   2   2   2   2 -
g8857.t1             -          PF13895_full         -            2.4e-09   38.1   0.1   8.5e-09   36.3   0.1   2.0   1   0   0   1   1   1   1 -
g5100.t1             -          PF13895_full         -            5.3e-09   36.9   0.0   6.7e-09   36.6   0.0   1.1   1   0   0   1   1   1   1 -
g18685.t1            -          PF13895_full         -            5.5e-09   36.9   0.0   1.2e-08   35.8   0.0   1.5   1   0   0   1   1   1   1 -
g14234.t2            -          PF13895_full         -            5.6e-09   36.9   0.2   1.3e-08   35.6   0.2   1.6   1   0   0   1   1   1   1 -
g14234.t1            -          PF13895_full         -            5.6e-09   36.9   0.2   1.3e-08   35.6   0.2   1.6   1   0   0   1   1   1   1 -
g1169.t1             -          PF13895_full         -            6.1e-09   36.7   3.1   1.3e-08   35.6   3.1   1.5   1   0   0   1   1   1   1 -
g19014.t1            -          PF13895_full         -            6.8e-09   36.6   0.0   8.4e-09   36.3   0.0   1.1   1   0   0   1   1   1   1 -
g16649.t1            -          PF13895_full         -            8.8e-09   36.2   1.1   5.6e-08   33.6   0.0   2.6   2   0   0   2   2   1   1 -
g27979.t1            -          PF13895_full         -            9.1e-09   36.2   0.0   1.3e-08   35.7   0.0   1.2   1   0   0   1   1   1   1 -
g30440.t2            -          PF13895_full         -            1.8e-08   35.2   1.5   2.2e-08   34.9   1.5   1.1   1   0   0   1   1   1   1 -
g17865.t1            -          PF13895_full         -              2e-08   35.1   1.3   7.4e-08   33.2   1.3   1.9   1   0   0   1   1   1   1 -
g14551.t2            -          PF13895_full         -            2.1e-08   35.0   0.1   2.4e-08   34.8   0.1   1.1   1   0   0   1   1   1   1 -
g17865.t2            -          PF13895_full         -            2.2e-08   34.9   1.3   8.2e-08   33.1   1.3   2.0   1   0   0   1   1   1   1 -
g17865.t3            -          PF13895_full         -            2.2e-08   34.9   1.3   8.3e-08   33.1   1.3   2.0   1   0   0   1   1   1   1 -
g11323.t1            -          PF13895_full         -            2.3e-08   34.9   1.4   0.00074   20.2   0.6   3.0   1   1   2   3   3   2   2 -
g6504.t1             -          PF13895_full         -            2.4e-08   34.8   2.2   3.2e-08   34.4   0.0   2.0   2   0   0   2   2   1   1 -
g11323.t2            -          PF13895_full         -              3e-08   34.5   1.1    0.0012   19.5   0.8   3.0   1   1   2   3   3   2   2 -
g24735.t1            -          PF13895_full         -            3.1e-08   34.4   2.6   3.6e-05   24.4   0.2   2.1   1   1   1   2   2   2   2 -
g27299.t1            -          PF13895_full         -            3.9e-08   34.1   0.3   3.9e-08   34.1   0.3   2.8   2   0   0   2   2   1   1 -
g19311.t1            -          PF13895_full         -              4e-08   34.1   0.0   4.9e-08   33.8   0.0   1.1   1   0   0   1   1   1   1 -
g27299.t2            -          PF13895_full         -              4e-08   34.1   0.3     4e-08   34.1   0.3   2.8   2   0   0   2   2   1   1 -
g21090.t1            -          PF13895_full         -            4.8e-08   33.8   2.4   4.8e-08   33.8   2.4   1.9   2   1   0   2   2   1   1 -
g23291.t1            -          PF13895_full         -            5.1e-08   33.7   0.0   5.1e-08   33.7   0.0   2.9   3   0   0   3   3   1   1 -
g16660.t1            -          PF13895_full         -            5.2e-08   33.7   0.1   9.1e-08   32.9   0.1   1.3   1   0   0   1   1   1   1 -
g28581.t1            -          PF13895_full         -            5.6e-08   33.6   0.1   2.3e-07   31.6   0.1   2.0   2   0   0   2   2   1   1 -
g5352.t1             -          PF13895_full         -            7.2e-08   33.2   0.6    0.0036   18.0   0.2   2.6   2   0   0   2   2   2   2 -
g17675.t1            -          PF13895_full         -            7.4e-08   33.2   4.5   5.2e-05   23.9   0.2   2.2   1   1   1   2   2   2   2 -
g30454.t1            -          PF13895_full         -            9.1e-08   32.9   0.4   1.3e-07   32.4   0.4   1.2   1   0   0   1   1   1   1 -
g14615.t1            -          PF13895_full         -            9.8e-08   32.8   0.0   1.8e-07   32.0   0.0   1.4   1   0   0   1   1   1   1 -
g25714.t1            -          PF13895_full         -            1.2e-07   32.6   0.7     0.029   15.0   0.1   3.1   2   1   1   3   3   3   2 -
g30080.t1            -          PF13895_full         -            1.4e-07   32.3   0.0   1.7e-07   32.0   0.0   1.1   1   0   0   1   1   1   1 -
g18684.t1            -          PF13895_full         -            1.6e-07   32.2   0.0   3.1e-07   31.2   0.0   1.4   1   0   0   1   1   1   1 -
g14106.t1            -          PF13895_full         -            2.1e-07   31.7   1.9   5.6e-07   30.4   1.9   1.7   1   0   0   1   1   1   1 -
g32261.t1            -          PF13895_full         -            2.2e-07   31.7   0.1   2.5e-07   31.5   0.1   1.1   1   0   0   1   1   1   1 -
g24915.t1            -          PF13895_full         -            2.4e-07   31.6   2.9   0.00062   20.4   2.5   2.3   1   1   1   2   2   2   2 -
g12885.t1            -          PF13895_full         -            2.6e-07   31.4   0.1   3.5e-07   31.0   0.1   1.1   1   0   0   1   1   1   1 -
g24311.t1            -          PF13895_full         -            5.3e-07   30.4   0.1   6.4e-06   26.9   0.0   2.3   2   1   1   3   3   1   1 -
g25712.t1            -          PF13895_full         -            7.8e-07   29.9   0.9     2e-06   28.6   0.9   1.7   1   1   0   1   1   1   1 -
g4929.t1             -          PF13895_full         -            8.2e-07   29.8   0.0   1.5e-06   28.9   0.0   1.5   1   0   0   1   1   1   1 -
g7701.t1             -          PF13895_full         -            9.4e-07   29.6   2.2    0.0013   19.4   0.1   2.5   2   0   0   2   2   2   1 -
g28633.t1            -          PF13895_full         -              1e-06   29.5   2.8    0.0059   17.3   0.2   2.5   1   1   1   2   2   2   2 -
g5371.t1             -          PF13895_full         -            1.5e-06   28.9   6.4   4.1e-06   27.5   6.4   1.7   1   0   0   1   1   1   1 -
g3477.t1             -          PF13895_full         -            1.6e-06   28.8   0.0   2.7e-06   28.1   0.0   1.4   1   1   0   1   1   1   1 -
g6854.t1             -          PF13895_full         -            1.7e-06   28.8   0.1    0.0093   16.6   0.0   2.5   2   0   0   2   2   2   1 -
g14236.t1            -          PF13895_full         -              2e-06   28.5   2.4     2e-06   28.5   2.4   2.5   3   0   0   3   3   1   1 -
g6478.t1             -          PF13895_full         -            2.2e-06   28.4   4.4   2.8e-06   28.1   4.4   1.1   1   0   0   1   1   1   1 -
g22427.t1            -          PF13895_full         -            2.3e-06   28.3   0.0   3.4e-06   27.8   0.0   1.3   1   0   0   1   1   1   1 -
g23924.t1            -          PF13895_full         -            3.6e-06   27.7   0.3   2.2e-05   25.1   0.1   2.2   1   1   1   2   2   1   1 -
g28632.t1            -          PF13895_full         -            4.8e-06   27.3   0.4   1.8e-05   25.5   0.4   2.0   1   1   0   1   1   1   1 -
g27506.t1            -          PF13895_full         -            9.9e-06   26.3   3.5    0.0002   22.0   0.6   2.4   1   1   1   2   2   2   1 -
g8235.t1             -          PF13895_full         -              1e-05   26.2   0.5   2.1e-05   25.3   0.5   1.5   1   0   0   1   1   1   1 -
g14610.t2            -          PF13895_full         -            1.1e-05   26.1   1.0   1.7e-05   25.5   1.0   1.3   1   1   0   1   1   1   1 -
g31363.t1            -          PF13895_full         -            1.3e-05   25.9   1.2   0.00027   21.6   0.8   2.4   1   1   1   2   2   2   1 -
g5971.t1             -          PF13895_full         -            1.4e-05   25.8   2.6   1.4e-05   25.8   2.6   2.3   2   0   0   2   2   1   1 -
g5971.t2             -          PF13895_full         -            1.4e-05   25.8   2.6   1.4e-05   25.8   2.6   2.3   2   0   0   2   2   1   1 -
g3768.t1             -          PF13895_full         -            2.4e-05   25.0   0.1   4.1e-05   24.3   0.1   1.4   1   0   0   1   1   1   1 -
g2481.t2             -          PF13895_full         -            2.4e-05   25.0   2.8     4e-05   24.3   1.4   2.2   2   1   0   2   2   1   1 -
g29191.t1            -          PF13895_full         -            6.6e-05   23.6   2.4      0.25   12.0   0.5   2.5   2   0   0   2   2   2   2 -
g9265.t1             -          PF13895_full         -            9.8e-05   23.0   0.1   9.8e-05   23.0   0.1   2.5   2   0   0   2   2   1   1 -
g9056.t1             -          PF13895_full         -            0.00011   22.9   8.5      0.37   11.4   0.0   5.6   4   2   0   6   6   4   1 -
g31696.t1            -          PF13895_full         -            0.00013   22.6   1.4     0.015   15.9   0.5   2.2   1   1   0   2   2   2   1 -
g8236.t1             -          PF13895_full         -            0.00015   22.5   0.6   0.00035   21.2   0.6   1.6   1   0   0   1   1   1   1 -
g25720.t1            -          PF13895_full         -            0.00024   21.8   0.4      0.05   14.3   0.1   3.0   2   1   1   3   3   2   1 -
g11324.t1            -          PF13895_full         -            0.00026   21.7   2.9   0.00083   20.0   0.9   2.5   2   1   1   3   3   1   1 -
g31386.t1            -          PF13895_full         -            0.00034   21.3   0.2    0.0005   20.7   0.2   1.2   1   0   0   1   1   1   1 -
g18147.t1            -          PF13895_full         -             0.0004   21.1   0.0   0.00069   20.3   0.0   1.3   1   0   0   1   1   1   1 -
g18690.t1            -          PF13895_full         -            0.00045   20.9   0.0     0.001   19.8   0.0   1.6   1   0   0   1   1   1   1 -
g4928.t1             -          PF13895_full         -            0.00052   20.7   0.0   0.00087   20.0   0.0   1.3   1   0   0   1   1   1   1 -
g18687.t1            -          PF13895_full         -            0.00059   20.5   0.0   0.00083   20.0   0.0   1.2   1   0   0   1   1   1   1 -
g17354.t1            -          PF13895_full         -            0.00088   19.9   0.7    0.0024   18.6   0.0   1.8   2   0   0   2   2   1   1 -
g31220.t1            -          PF13895_full         -            0.00096   19.8   0.2    0.0027   18.4   0.1   1.7   1   1   1   2   2   1   1 -
g25720.t2            -          PF13895_full         -            0.00098   19.8   0.4     0.038   14.6   0.1   2.2   1   1   1   2   2   2   1 -
g16599.t1            -          PF13895_full         -            0.00099   19.8   0.0    0.0011   19.6   0.0   1.3   1   0   0   1   1   1   1 -
g15916.t1            -          PF13895_full         -             0.0011   19.7   0.0    0.0016   19.1   0.0   1.3   1   0   0   1   1   1   1 -
g22487.t2            -          PF13895_full         -             0.0012   19.5   0.1      0.67   10.6   0.1   3.3   3   0   0   3   3   3   1 -
g24729.t1            -          PF13895_full         -              0.002   18.8   0.1    0.0023   18.6   0.1   1.1   1   0   0   1   1   1   1 -
g29303.t1            -          PF13895_full         -             0.0022   18.7   0.4    0.0027   18.4   0.4   1.1   1   0   0   1   1   1   1 -
g8234.t1             -          PF13895_full         -             0.0024   18.5   4.5    0.0024   18.5   4.5   1.9   2   0   0   2   2   1   1 -
g1218.t1             -          PF13895_full         -             0.0026   18.4   0.0    0.0079   16.8   0.0   1.8   1   0   0   1   1   1   1 -
g9056.t2             -          PF13895_full         -             0.0029   18.2  13.2      0.58   10.8   0.0   6.2   4   2   0   7   7   4   1 -
g16170.t1            -          PF13895_full         -              0.003   18.2   0.1    0.0087   16.7   0.1   1.7   1   0   0   1   1   1   1 -
g27666.t1            -          PF13895_full         -             0.0036   18.0   0.4    0.0047   17.6   0.4   1.2   1   0   0   1   1   1   1 -
g1237.t1             -          PF13895_full         -             0.0039   17.8   4.8    0.0046   17.6   0.2   2.4   2   1   0   2   2   2   1 -
g16663.t1            -          PF13895_full         -             0.0096   16.6   0.0     0.018   15.6   0.0   1.4   1   0   0   1   1   1   1 -
g15303.t1            -          PF13895_full         -              0.011   16.4   0.0       0.1   13.3   0.0   2.1   1   1   1   2   2   2   0 -
g24309.t1            -          PF13895_full         -              0.013   16.2   0.6     0.042   14.5   0.4   2.0   1   1   1   2   2   1   0 -
g30314.t1            -          PF13895_full         -              0.014   16.0   0.1     0.024   15.3   0.1   1.3   1   0   0   1   1   1   0 -
g30489.t1            -          PF13895_full         -              0.014   16.0   0.2     0.031   14.9   0.2   1.5   1   0   0   1   1   1   0 -
g13331.t1            -          PF13895_full         -              0.017   15.8   5.9      0.23   12.1   5.9   2.2   1   1   0   1   1   1   0 -
g14685.t1            -          PF13895_full         -              0.017   15.7   0.6      0.36   11.5   0.0   2.7   3   0   0   3   3   2   0 -
g31723.t1            -          PF13895_full         -              0.018   15.7   0.1     0.034   14.8   0.1   1.5   1   0   0   1   1   1   0 -
g20588.t1            -          PF13895_full         -              0.021   15.5   0.0     0.032   14.9   0.0   1.4   1   1   0   1   1   1   0 -
g26644.t1            -          PF13895_full         -              0.022   15.4   6.1      0.23   12.1   6.1   2.2   1   1   0   1   1   1   0 -
g3476.t1             -          PF13895_full         -              0.023   15.4   5.1     0.054   14.1   4.6   1.9   1   1   0   1   1   1   0 -
g30541.t1            -          PF13895_full         -              0.023   15.4   0.1     0.036   14.7   0.1   1.3   1   0   0   1   1   1   0 -
g29060.t1            -          PF13895_full         -              0.028   15.1   0.1      0.65   10.6   0.1   2.0   2   0   0   2   2   2   0 -
g29060.t2            -          PF13895_full         -              0.028   15.0   0.2      0.67   10.6   0.1   2.0   2   0   0   2   2   2   0 -
g8088.t1             -          PF13895_full         -              0.029   15.0   0.0     0.044   14.4   0.0   1.4   1   0   0   1   1   1   0 -
g28884.t1            -          PF13895_full         -              0.035   14.7   0.2     0.046   14.3   0.2   1.2   1   0   0   1   1   1   0 -
g17790.t1            -          PF13895_full         -              0.046   14.4   0.1     0.046   14.4   0.1   3.8   4   0   0   4   4   1   0 -
g25719.t1            -          PF13895_full         -              0.051   14.2   0.5      0.22   12.1   0.5   2.0   1   1   0   1   1   1   0 -
g26406.t1            -          PF13895_full         -              0.063   13.9   0.2      0.62   10.7   0.0   2.3   2   1   0   2   2   2   0 -
g24475.t1            -          PF13895_full         -              0.081   13.6   0.0      0.13   12.9   0.0   1.2   1   0   0   1   1   1   0 -
g30536.t1            -          PF13895_full         -              0.084   13.5   0.0      0.11   13.1   0.0   1.3   1   0   0   1   1   1   0 -
g23145.t1            -          PF13895_full         -               0.14   12.8   0.0       0.4   11.3   0.0   1.7   1   0   0   1   1   1   0 -
g28619.t1            -          PF13895_full         -               0.18   12.5   0.4      0.43   11.2   0.1   1.8   2   0   0   2   2   1   0 -
g1231.t1             -          PF13895_full         -               0.19   12.3   0.0      0.31   11.7   0.0   1.3   1   0   0   1   1   1   0 -
g28144.t1            -          PF13895_full         -               0.23   12.1   2.9      0.17   12.5   0.7   1.8   2   0   0   2   2   1   0 -
g9057.t1             -          PF13895_full         -               0.23   12.1   0.1        34    5.0   0.0   2.4   2   0   0   2   2   2   0 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      ../output/PF13895_full_profile.hmm
# Target file:     ../input/braker_aa_files/s_pistillata_soft_mask_braker.pep
# Option settings: hmmsearch --tblout ../output/hmmer_txt_output/braker3_soft_masked/s_pistillata_soft_mask_braker_PF13895_full_profile_hmmer_braker3_results.txt ../output/PF13895_full_profile.hmm ../input/braker_aa_files/s_pistillata_soft_mask_braker.pep 
# Current dir:     /home/tanya/Work_files/TIR_Domains/Coral/procedure
# Date:            Thu Oct 17 19:45:26 2024
# [ok]
