#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
g20566.t1            -          PF13927_seed         -                  0 2149.1 211.3     9e-15   57.3   0.2  57.2  56   1   0  56  56  56  56 -
g53200.t1            -          PF13927_seed         -                  0 1832.0   9.3   6.3e-16   61.0   0.0  40.9  41   0   0  41  41  40  39 -
g40705.t1            -          PF13927_seed         -            3.8e-28  100.2   0.0   1.9e-14   56.3   0.0   2.5   2   0   0   2   2   2   2 -
g54602.t1            -          PF13927_seed         -              4e-28  100.1   5.5     3e-16   62.0   0.3   2.8   3   0   0   3   3   2   2 -
g57288.t1            -          PF13927_seed         -            6.2e-28   99.5   0.1   1.8e-12   49.9   0.0   2.9   3   0   0   3   3   2   2 -
g27202.t1            -          PF13927_seed         -            8.6e-28   99.0   0.3   1.8e-16   62.7   0.1   2.8   2   0   0   2   2   2   2 -
g27203.t1            -          PF13927_seed         -            8.6e-28   99.0   0.3   1.8e-16   62.7   0.1   2.8   2   0   0   2   2   2   2 -
g58221.t1            -          PF13927_seed         -            8.9e-28   99.0   4.1   1.3e-13   53.6   0.6   2.6   2   0   0   2   2   2   2 -
g70525.t1            -          PF13927_seed         -            9.1e-28   98.9   1.3   6.9e-13   51.3   0.5   2.5   2   0   0   2   2   2   2 -
g53202.t1            -          PF13927_seed         -              1e-27   98.8   2.0   7.7e-19   70.3   0.1   3.1   3   0   0   3   3   3   3 -
g20584.t1            -          PF13927_seed         -            1.1e-27   98.6   4.4   9.7e-13   50.8   0.2   3.9   3   0   0   3   3   3   2 -
g54707.t1            -          PF13927_seed         -            1.4e-27   98.4   0.1   1.2e-17   66.5   0.7   2.1   2   0   0   2   2   2   2 -
g23353.t1            -          PF13927_seed         -            1.4e-27   98.3   7.9   2.6e-13   52.6   0.1   4.3   4   0   0   4   4   3   2 -
g49571.t1            -          PF13927_seed         -            1.5e-27   98.2   3.3   8.3e-14   54.2   0.1   2.6   3   0   0   3   3   2   2 -
g23430.t1            -          PF13927_seed         -            1.8e-27   98.0   5.0   5.8e-15   57.9   0.1   3.5   4   0   0   4   4   3   2 -
g67774.t1            -          PF13927_seed         -            2.4e-27   97.6   0.3   3.4e-16   61.8   0.1   2.1   2   0   0   2   2   2   2 -
g11659.t1            -          PF13927_seed         -            2.5e-27   97.6   0.7   9.3e-14   54.0   0.1   2.7   2   0   0   2   2   2   2 -
g79370.t1            -          PF13927_seed         -            3.2e-27   97.2   0.3   4.3e-15   58.3   0.0   4.1   3   0   0   3   3   2   2 -
g54059.t1            -          PF13927_seed         -            3.7e-27   97.0   0.1   2.2e-13   52.9   0.0   2.2   2   0   0   2   2   2   2 -
g29384.t1            -          PF13927_seed         -            4.2e-27   96.8   5.3   1.1e-09   41.0   0.0   5.1   4   1   0   4   4   4   3 -
g70203.t1            -          PF13927_seed         -            5.7e-27   96.4   0.7   3.7e-14   55.3   0.0   3.3   2   1   0   2   2   2   2 -
g51127.t1            -          PF13927_seed         -            7.1e-27   96.1   1.9   8.1e-08   35.0   0.0   3.6   3   0   0   3   3   3   3 -
g47630.t1            -          PF13927_seed         -            7.2e-27   96.1  10.2   1.7e-13   53.2   0.3   3.8   3   1   0   3   3   3   2 -
g70200.t1            -          PF13927_seed         -            7.3e-27   96.0   0.6   3.7e-14   55.3   0.0   3.3   2   1   0   2   2   2   2 -
g64600.t1            -          PF13927_seed         -            8.2e-27   95.9   1.5   2.4e-14   56.0   0.0   3.2   3   0   0   3   3   2   2 -
g23074.t1            -          PF13927_seed         -            8.4e-27   95.8   3.5   5.9e-07   32.2   0.1   4.6   4   0   0   4   4   4   3 -
g795.t1              -          PF13927_seed         -              1e-26   95.5   8.4   8.5e-14   54.2   1.0   2.9   3   0   0   3   3   2   2 -
g36597.t1            -          PF13927_seed         -            1.4e-26   95.2   0.6   2.8e-11   46.1   0.0   3.2   2   1   1   3   3   2   2 -
g38412.t2            -          PF13927_seed         -            1.4e-26   95.2   1.5   3.7e-12   48.9   0.1   3.2   2   0   0   2   2   2   2 -
g77963.t2            -          PF13927_seed         -            1.6e-26   94.9   0.9   5.4e-14   54.8   0.0   2.9   2   0   0   2   2   2   2 -
g52107.t1            -          PF13927_seed         -            1.7e-26   94.8   0.9   2.1e-16   62.5   0.1   2.4   2   0   0   2   2   2   2 -
g20963.t1            -          PF13927_seed         -            1.8e-26   94.8   0.2   1.7e-14   56.4   0.0   2.9   3   1   0   3   3   2   2 -
g68948.t1            -          PF13927_seed         -              2e-26   94.6   0.3   1.5e-13   53.3   0.0   2.1   2   0   0   2   2   2   2 -
g77963.t1            -          PF13927_seed         -            2.8e-26   94.2   2.0   6.3e-14   54.6   0.0   3.4   3   0   0   3   3   2   2 -
g26685.t1            -          PF13927_seed         -              3e-26   94.1  13.7   7.3e-14   54.4   0.1   5.6   5   0   0   5   5   3   2 -
g52437.t1            -          PF13927_seed         -              3e-26   94.1   0.0   1.9e-13   53.0   0.0   2.8   3   0   0   3   3   2   2 -
g72945.t1            -          PF13927_seed         -              4e-26   93.7   7.4   7.6e-12   47.9   0.3   4.3   3   1   0   3   3   3   2 -
g72156.t2            -          PF13927_seed         -            4.4e-26   93.6   0.1   3.2e-13   52.3   0.0   2.1   2   0   0   2   2   2   2 -
g47069.t1            -          PF13927_seed         -            6.2e-26   93.1   5.7   7.2e-14   54.4   0.3   2.8   3   0   0   3   3   2   2 -
g11635.t1            -          PF13927_seed         -            6.2e-26   93.1   1.4   7.6e-13   51.1   0.0   2.2   2   0   0   2   2   2   2 -
g47068.t1            -          PF13927_seed         -            6.3e-26   93.0   5.7   7.2e-14   54.4   0.3   2.8   3   0   0   3   3   2   2 -
g38681.t1            -          PF13927_seed         -            6.5e-26   93.0   1.0   5.8e-14   54.7   0.1   2.2   2   0   0   2   2   2   2 -
g38683.t1            -          PF13927_seed         -            6.5e-26   93.0   1.0   5.8e-14   54.7   0.1   2.2   2   0   0   2   2   2   2 -
g36127.t1            -          PF13927_seed         -            6.7e-26   92.9   0.0   7.1e-15   57.6   0.0   2.3   2   0   0   2   2   2   2 -
g84621.t1            -          PF13927_seed         -            6.8e-26   92.9   7.9   5.3e-11   45.2   0.2   4.7   4   0   0   4   4   3   3 -
g38412.t1            -          PF13927_seed         -            7.7e-26   92.8   3.4   4.6e-12   48.6   0.1   3.2   3   0   0   3   3   2   2 -
g37300.t1            -          PF13927_seed         -            7.8e-26   92.7   3.6   6.4e-14   54.6   0.1   2.8   3   0   0   3   3   2   2 -
g40554.t1            -          PF13927_seed         -            8.3e-26   92.7   2.5   2.6e-09   39.8   0.0   3.9   4   0   0   4   4   3   3 -
g8185.t1             -          PF13927_seed         -            1.2e-25   92.2   1.0   7.3e-12   48.0   0.3   2.6   2   0   0   2   2   2   2 -
g20523.t1            -          PF13927_seed         -            1.5e-25   91.9   0.0   5.9e-11   45.1   0.0   2.1   2   0   0   2   2   2   2 -
g81933.t1            -          PF13927_seed         -              2e-25   91.4   2.2   5.4e-14   54.8   0.4   2.4   2   0   0   2   2   2   2 -
g71793.t2            -          PF13927_seed         -              2e-25   91.4   0.4   6.7e-15   57.7   0.2   4.6   3   1   0   3   3   3   2 -
g65048.t1            -          PF13927_seed         -            2.4e-25   91.2   0.2   5.2e-11   45.2   0.0   2.3   2   0   0   2   2   2   2 -
g81934.t1            -          PF13927_seed         -            2.6e-25   91.1   2.2   6.9e-14   54.5   0.4   2.5   2   0   0   2   2   2   2 -
g24175.t1            -          PF13927_seed         -            2.6e-25   91.0   0.1   7.2e-11   44.8   0.0   2.2   2   0   0   2   2   2   2 -
g20523.t2            -          PF13927_seed         -            3.2e-25   90.8   0.0   9.1e-11   44.5   0.0   2.2   2   0   0   2   2   2   2 -
g19082.t1            -          PF13927_seed         -            3.4e-25   90.7   1.2   3.4e-12   49.0   0.2   2.4   2   0   0   2   2   2   2 -
g47065.t1            -          PF13927_seed         -            3.9e-25   90.5   2.4   2.3e-13   52.8   0.4   2.6   2   0   0   2   2   2   2 -
g74390.t1            -          PF13927_seed         -              4e-25   90.5   1.3   1.3e-11   47.2   0.1   3.2   3   0   0   3   3   3   2 -
g57929.t1            -          PF13927_seed         -            4.4e-25   90.3   0.0   2.8e-11   46.1   0.1   2.2   2   0   0   2   2   2   2 -
g45719.t1            -          PF13927_seed         -            5.4e-25   90.0   1.1   2.2e-10   43.2   0.0   3.1   3   0   0   3   3   2   2 -
g72158.t1            -          PF13927_seed         -            6.5e-25   89.8   2.1   3.9e-13   52.1   0.0   3.7   3   1   0   3   3   3   2 -
g30054.t1            -          PF13927_seed         -            8.5e-25   89.4   0.1   4.2e-11   45.5   0.0   2.8   2   0   0   2   2   2   2 -
g19083.t1            -          PF13927_seed         -            8.7e-25   89.4   0.0   1.6e-11   46.9   0.0   2.4   2   0   0   2   2   2   2 -
g56223.t1            -          PF13927_seed         -              1e-24   89.1   3.7   3.4e-07   33.0   0.0   3.7   4   0   0   4   4   3   3 -
g80290.t1            -          PF13927_seed         -            1.1e-24   89.1   0.0   3.5e-09   39.4   0.1   3.2   3   0   0   3   3   3   3 -
g42231.t1            -          PF13927_seed         -            1.1e-24   89.0   1.3   3.3e-12   49.1   0.5   2.9   3   0   0   3   3   2   2 -
g15086.t1            -          PF13927_seed         -            1.3e-24   88.8   0.8     3e-15   58.8   0.0   2.4   2   0   0   2   2   2   2 -
g84000.t1            -          PF13927_seed         -            1.6e-24   88.5   0.4   1.7e-10   43.6   0.0   3.2   2   1   0   2   2   2   2 -
g42232.t1            -          PF13927_seed         -            1.7e-24   88.4   1.2   2.6e-12   49.4   0.5   2.3   2   0   0   2   2   2   2 -
g30731.t1            -          PF13927_seed         -              2e-24   88.2   1.4   9.2e-14   54.1   0.0   4.0   3   1   0   3   3   3   3 -
g83999.t2            -          PF13927_seed         -            2.1e-24   88.1   1.6   1.6e-10   43.7   0.0   3.5   3   1   0   3   3   2   2 -
g3086.t1             -          PF13927_seed         -            2.4e-24   88.0   5.3   6.5e-11   44.9   1.3   2.5   2   0   0   2   2   2   2 -
g3083.t1             -          PF13927_seed         -            2.6e-24   87.8   5.3   7.2e-11   44.8   1.3   2.6   2   0   0   2   2   2   2 -
g55183.t1            -          PF13927_seed         -            2.7e-24   87.8   2.5   3.2e-08   36.3   2.5   3.5   3   1   0   3   3   3   3 -
g83999.t1            -          PF13927_seed         -            5.9e-24   86.7   0.9   3.1e-10   42.7   0.0   3.5   3   1   0   3   3   2   2 -
g10005.t1            -          PF13927_seed         -            6.8e-24   86.5  10.2   1.2e-11   47.3   0.2   5.5   5   0   0   5   5   3   2 -
g16243.t1            -          PF13927_seed         -              7e-24   86.5   5.3   1.3e-07   34.3   0.1   4.3   4   0   0   4   4   3   3 -
g76204.t1            -          PF13927_seed         -            8.7e-24   86.2   2.4   3.7e-11   45.7   0.0   3.5   3   0   0   3   3   3   3 -
g10520.t1            -          PF13927_seed         -              1e-23   86.0   0.2   1.5e-10   43.8   0.1   2.6   2   0   0   2   2   2   2 -
g28936.t1            -          PF13927_seed         -            1.1e-23   85.9   0.0   4.5e-10   42.2   0.0   2.2   2   0   0   2   2   2   2 -
g21814.t1            -          PF13927_seed         -            1.1e-23   85.8   8.7   3.6e-14   55.3   0.4   3.5   3   0   0   3   3   2   2 -
g47064.t1            -          PF13927_seed         -            1.5e-23   85.4   4.4   9.5e-11   44.4   1.2   2.4   2   0   0   2   2   2   2 -
g7131.t1             -          PF13927_seed         -              2e-23   85.0   0.0   9.7e-14   54.0   0.0   2.4   2   0   0   2   2   2   2 -
g8428.t3             -          PF13927_seed         -            2.4e-23   84.8   0.4   7.8e-10   41.5   0.1   3.1   2   0   0   2   2   2   2 -
g36489.t1            -          PF13927_seed         -            2.7e-23   84.6   0.0   4.1e-10   42.4   0.0   2.6   2   0   0   2   2   2   2 -
g84096.t1            -          PF13927_seed         -            2.9e-23   84.5   0.4   4.7e-10   42.2   0.1   2.5   2   0   0   2   2   2   2 -
g64066.t1            -          PF13927_seed         -              3e-23   84.5   0.0   3.2e-11   45.9   0.0   2.3   2   0   0   2   2   2   2 -
g19814.t1            -          PF13927_seed         -            3.2e-23   84.4   0.0   1.2e-09   40.9   0.0   3.2   2   0   0   2   2   2   2 -
g19814.t2            -          PF13927_seed         -            3.5e-23   84.2   0.0   1.3e-09   40.8   0.0   3.2   2   0   0   2   2   2   2 -
g16012.t2            -          PF13927_seed         -            3.6e-23   84.2   1.6   2.5e-15   59.1   0.1   2.3   2   0   0   2   2   2   2 -
g14306.t2            -          PF13927_seed         -              4e-23   84.1   0.1   9.2e-14   54.1   0.0   2.3   2   0   0   2   2   2   2 -
g77681.t1            -          PF13927_seed         -            4.1e-23   84.0   0.1   2.7e-14   55.8   0.0   2.2   2   0   0   2   2   2   2 -
g14301.t1            -          PF13927_seed         -            4.9e-23   83.8   9.0   1.8e-11   46.8   0.2   4.3   4   0   0   4   4   3   2 -
g24034.t1            -          PF13927_seed         -            4.9e-23   83.8   1.0   4.1e-13   52.0   0.1   2.1   2   0   0   2   2   2   2 -
g14306.t1            -          PF13927_seed         -              6e-23   83.5   0.2     1e-13   53.9   0.0   2.3   2   0   0   2   2   2   2 -
g15663.t2            -          PF13927_seed         -              6e-23   83.5   8.1   9.6e-11   44.4   1.7   3.5   3   0   0   3   3   3   3 -
g3888.t1             -          PF13927_seed         -            7.3e-23   83.2   0.0   1.1e-09   41.0   0.0   2.2   2   0   0   2   2   2   2 -
g58375.t1            -          PF13927_seed         -            8.4e-23   83.0   0.1   1.4e-16   63.1   0.0   2.6   2   0   0   2   2   2   2 -
g84117.t1            -          PF13927_seed         -              1e-22   82.8   0.3   1.6e-09   40.5   0.1   2.7   2   0   0   2   2   2   2 -
g84097.t1            -          PF13927_seed         -              1e-22   82.7   0.4   4.9e-10   42.1   0.1   2.5   2   0   0   2   2   2   2 -
g71921.t1            -          PF13927_seed         -            1.1e-22   82.7   0.4   5.8e-11   45.1   0.0   2.5   2   0   0   2   2   2   2 -
g43299.t1            -          PF13927_seed         -            1.1e-22   82.6   0.5     2e-11   46.5   0.1   2.2   2   0   0   2   2   2   2 -
g56229.t1            -          PF13927_seed         -            1.2e-22   82.5   3.5   1.3e-07   34.3   0.0   3.2   3   0   0   3   3   3   3 -
g47540.t1            -          PF13927_seed         -            1.3e-22   82.5   0.7   1.4e-11   47.0   0.3   3.2   3   0   0   3   3   2   2 -
g44875.t1            -          PF13927_seed         -            1.4e-22   82.4   0.1   2.5e-15   59.1   0.0   2.4   2   0   0   2   2   2   2 -
g76347.t1            -          PF13927_seed         -            1.8e-22   82.0   6.6   3.7e-10   42.5   0.3   3.4   3   1   0   3   3   2   2 -
g74305.t1            -          PF13927_seed         -              2e-22   81.8  12.2   4.5e-14   55.1   0.1   5.9   5   1   1   6   6   4   2 -
g75975.t1            -          PF13927_seed         -            2.1e-22   81.7   5.4     1e-11   47.5   0.4   3.7   4   0   0   4   4   2   2 -
g70133.t1            -          PF13927_seed         -            2.2e-22   81.7   0.5   2.8e-10   42.9   0.0   2.4   2   0   0   2   2   2   2 -
g53204.t1            -          PF13927_seed         -            2.5e-22   81.5   0.0   3.2e-11   45.9   0.0   3.5   3   0   0   3   3   3   2 -
g62567.t1            -          PF13927_seed         -            3.2e-22   81.2   0.4     1e-10   44.3   0.0   2.5   2   0   0   2   2   2   2 -
g81073.t1            -          PF13927_seed         -              4e-22   80.8   0.3   5.4e-22   80.4   0.3   1.2   1   0   0   1   1   1   1 -
g17302.t1            -          PF13927_seed         -            5.5e-22   80.4  15.7   3.3e-12   49.1   0.2   4.0   4   1   1   5   5   2   2 -
g48468.t1            -          PF13927_seed         -            5.5e-22   80.4   0.2   3.7e-13   52.1   0.7   3.0   3   0   0   3   3   2   2 -
g40358.t1            -          PF13927_seed         -            6.8e-22   80.1   0.2   1.3e-14   56.8   0.0   2.6   2   1   0   2   2   2   2 -
g29532.t1            -          PF13927_seed         -            7.8e-22   79.9   3.5     2e-13   53.0   0.3   3.2   3   0   0   3   3   2   2 -
g11529.t1            -          PF13927_seed         -            7.8e-22   79.9   0.2   1.1e-12   50.6   0.7   3.0   2   0   0   2   2   2   2 -
g21815.t1            -          PF13927_seed         -            8.7e-22   79.8   6.0   1.8e-15   59.5   1.0   3.0   3   0   0   3   3   2   2 -
g29476.t1            -          PF13927_seed         -            1.7e-21   78.8   0.0   8.9e-10   41.3   0.0   2.2   2   0   0   2   2   2   2 -
g8428.t2             -          PF13927_seed         -              2e-21   78.6   7.1     8e-10   41.4   0.1   3.4   3   0   0   3   3   2   2 -
g8428.t1             -          PF13927_seed         -            2.1e-21   78.6   7.1   8.1e-10   41.4   0.1   3.4   3   0   0   3   3   2   2 -
g22074.t1            -          PF13927_seed         -            2.3e-21   78.4   0.0   1.8e-10   43.5   0.0   2.1   2   0   0   2   2   2   2 -
g22074.t2            -          PF13927_seed         -            2.5e-21   78.3   0.0   2.1e-10   43.3   0.0   2.3   2   0   0   2   2   2   2 -
g10438.t1            -          PF13927_seed         -            4.3e-21   77.6   7.4     1e-08   37.9   0.0   3.4   3   0   0   3   3   3   2 -
g23079.t1            -          PF13927_seed         -            7.4e-21   76.8   2.2   5.6e-08   35.5   0.1   3.6   3   0   0   3   3   3   2 -
g84813.t1            -          PF13927_seed         -            1.2e-20   76.2   0.4   6.6e-09   38.5   0.1   2.2   2   0   0   2   2   2   2 -
g42758.t1            -          PF13927_seed         -            1.5e-20   75.8   0.2   2.8e-09   39.7   0.0   2.3   2   0   0   2   2   2   2 -
g72317.t1            -          PF13927_seed         -            1.6e-20   75.7   0.1   1.2e-09   40.9   0.0   2.4   2   0   0   2   2   2   2 -
g29533.t1            -          PF13927_seed         -            2.5e-20   75.1   8.7   1.9e-13   53.1   0.3   3.3   4   0   0   4   4   2   2 -
g7037.t1             -          PF13927_seed         -            2.6e-20   75.0   0.1   1.9e-10   43.4   0.0   2.1   1   1   1   2   2   2   2 -
g33666.t1            -          PF13927_seed         -            2.9e-20   74.9   1.1   1.1e-10   44.1   0.0   2.8   3   0   0   3   3   2   2 -
g82038.t1            -          PF13927_seed         -            3.4e-20   74.7   0.1   1.3e-09   40.7   0.0   2.5   2   0   0   2   2   2   2 -
g82039.t1            -          PF13927_seed         -            3.4e-20   74.7   0.1   1.3e-09   40.7   0.0   2.5   2   0   0   2   2   2   2 -
g43496.t1            -          PF13927_seed         -            4.1e-20   74.4   1.5   1.4e-08   37.5   0.2   2.7   2   0   0   2   2   2   2 -
g53473.t1            -          PF13927_seed         -            4.3e-20   74.3   0.8   5.2e-20   74.1   0.8   1.1   1   0   0   1   1   1   1 -
g73696.t1            -          PF13927_seed         -            5.4e-20   74.0   0.8   5.9e-14   54.7   0.1   2.3   2   0   0   2   2   2   2 -
g47587.t1            -          PF13927_seed         -              6e-20   73.9   1.5   9.5e-20   73.2   1.5   1.3   1   0   0   1   1   1   1 -
g48173.t1            -          PF13927_seed         -            6.2e-20   73.8   0.0   3.8e-08   36.0   0.0   2.2   2   0   0   2   2   2   2 -
g769.t1              -          PF13927_seed         -            6.6e-20   73.7   8.1   1.4e-07   34.2   0.0   3.4   3   0   0   3   3   3   3 -
g60304.t1            -          PF13927_seed         -            6.8e-20   73.7   5.8   4.3e-11   45.5   0.4   3.5   3   0   0   3   3   2   2 -
g3862.t1             -          PF13927_seed         -              7e-20   73.7   8.1   1.5e-07   34.1   0.0   3.4   3   0   0   3   3   3   3 -
g82791.t1            -          PF13927_seed         -            7.7e-20   73.5   0.0   5.1e-09   38.9   0.0   2.6   2   0   0   2   2   2   2 -
g30250.t1            -          PF13927_seed         -              1e-19   73.1   0.0   2.8e-10   42.9   0.0   2.5   2   0   0   2   2   2   2 -
g29477.t1            -          PF13927_seed         -            1.1e-19   73.0   0.0   7.8e-09   38.3   0.0   2.2   2   0   0   2   2   2   2 -
g56236.t1            -          PF13927_seed         -            1.1e-19   73.0   0.3   9.5e-12   47.6   0.0   2.2   2   0   0   2   2   2   2 -
g7673.t1             -          PF13927_seed         -            1.6e-19   72.5  15.9   1.2e-06   31.2   1.4   4.9   4   2   0   4   4   4   2 -
g43298.t1            -          PF13927_seed         -            1.7e-19   72.4   4.6   1.9e-12   49.8   0.1   3.6   3   1   1   4   4   3   2 -
g7040.t1             -          PF13927_seed         -              2e-19   72.2   0.3   8.8e-10   41.3   0.0   2.8   2   1   1   3   3   2   2 -
g56235.t1            -          PF13927_seed         -            2.3e-19   72.0   0.1   1.4e-11   47.1   0.0   2.1   2   0   0   2   2   2   2 -
g56233.t1            -          PF13927_seed         -            2.9e-19   71.7   0.4   1.5e-11   47.0   0.0   2.1   2   0   0   2   2   2   2 -
g56232.t1            -          PF13927_seed         -            3.9e-19   71.3   0.1   1.4e-11   47.1   0.0   2.1   2   0   0   2   2   2   2 -
g81443.t1            -          PF13927_seed         -            4.2e-19   71.2   0.2   2.5e-08   36.7   0.1   2.2   2   0   0   2   2   2   2 -
g43630.t1            -          PF13927_seed         -            4.6e-19   71.0   0.0   1.9e-11   46.6   0.0   2.2   2   0   0   2   2   2   2 -
g66353.t1            -          PF13927_seed         -            5.7e-19   70.8   0.1   1.6e-18   69.3   0.1   1.8   2   0   0   2   2   1   1 -
g66352.t1            -          PF13927_seed         -            6.6e-19   70.5   0.5   3.6e-18   68.2   0.1   2.4   2   0   0   2   2   1   1 -
g5626.t1             -          PF13927_seed         -            6.6e-19   70.5   2.3   3.4e-12   49.1   1.0   2.3   2   0   0   2   2   2   2 -
g57796.t1            -          PF13927_seed         -              7e-19   70.5   7.9   1.2e-07   34.4   0.0   3.4   3   0   0   3   3   3   2 -
g520.t1              -          PF13927_seed         -            7.7e-19   70.3   2.5   5.3e-13   51.6   1.3   2.2   1   1   1   2   2   2   2 -
g57796.t2            -          PF13927_seed         -            9.7e-19   70.0   7.8   1.4e-07   34.3   0.0   3.4   3   0   0   3   3   3   2 -
g15933.t1            -          PF13927_seed         -            1.5e-18   69.4   1.5     1e-12   50.7   0.1   2.4   2   1   0   2   2   2   2 -
g83106.t1            -          PF13927_seed         -            1.5e-18   69.4   0.3   6.7e-12   48.1   0.0   2.1   2   0   0   2   2   2   2 -
g30106.t1            -          PF13927_seed         -            1.7e-18   69.3   1.7   2.5e-13   52.7   0.0   2.8   3   0   0   3   3   2   2 -
g53201.t1            -          PF13927_seed         -            1.8e-18   69.2   1.2   1.3e-08   37.6   0.0   3.2   3   0   0   3   3   3   2 -
g13037.t1            -          PF13927_seed         -            2.1e-18   68.9   0.0   5.4e-15   58.0   0.0   2.1   2   0   0   2   2   2   1 -
g29475.t1            -          PF13927_seed         -            2.3e-18   68.8   0.6   1.1e-14   57.0   0.1   2.2   2   0   0   2   2   2   1 -
g8344.t1             -          PF13927_seed         -            2.7e-18   68.6   9.6   6.4e-08   35.3   0.0   3.9   3   1   0   3   3   3   3 -
g3335.t1             -          PF13927_seed         -              3e-18   68.4   0.1   4.2e-18   68.0   0.1   1.2   1   0   0   1   1   1   1 -
g58186.t1            -          PF13927_seed         -            3.4e-18   68.3   5.6   6.2e-11   45.0   1.7   2.5   2   1   0   2   2   2   2 -
g16080.t1            -          PF13927_seed         -            3.5e-18   68.2   5.8   2.9e-07   33.2   0.0   3.4   3   0   0   3   3   3   2 -
g53149.t1            -          PF13927_seed         -            3.8e-18   68.1   8.6     9e-08   34.9   0.0   4.0   3   1   0   3   3   3   3 -
g10521.t1            -          PF13927_seed         -            3.9e-18   68.1   1.1   2.5e-06   30.2   0.1   3.5   3   0   0   3   3   3   2 -
g25573.t1            -          PF13927_seed         -            4.4e-18   67.9   9.0   5.8e-08   35.5   0.0   4.0   3   1   0   3   3   3   3 -
g83101.t2            -          PF13927_seed         -            4.5e-18   67.9   1.3   9.2e-08   34.8   0.0   3.3   3   0   0   3   3   3   2 -
g58186.t2            -          PF13927_seed         -              5e-18   67.7   5.9   5.2e-11   45.3   1.7   2.6   2   1   0   2   2   2   2 -
g50330.t1            -          PF13927_seed         -            5.5e-18   67.6   8.1     8e-08   35.0   0.0   4.1   3   1   0   3   3   3   3 -
g15930.t1            -          PF13927_seed         -            5.5e-18   67.6   0.4   5.9e-13   51.5   0.1   2.2   2   0   0   2   2   2   2 -
g16332.t1            -          PF13927_seed         -            6.5e-18   67.4   1.6   8.2e-14   54.2   0.4   2.7   2   1   0   2   2   2   1 -
g77611.t1            -          PF13927_seed         -              7e-18   67.3   0.0   1.9e-17   65.9   0.0   1.8   1   0   0   1   1   1   1 -
g83101.t1            -          PF13927_seed         -            7.9e-18   67.1   1.3   1.1e-07   34.6   0.0   3.3   3   0   0   3   3   3   2 -
g74804.t1            -          PF13927_seed         -            9.3e-18   66.9   0.3   9.7e-08   34.8   0.0   3.7   3   1   0   3   3   2   2 -
g35884.t2            -          PF13927_seed         -            1.1e-17   66.6   6.5   6.9e-09   38.4   0.0   4.2   4   0   0   4   4   2   2 -
g80162.t1            -          PF13927_seed         -            1.2e-17   66.6   3.0   6.9e-08   35.2   0.3   2.3   2   0   0   2   2   2   2 -
g79564.t1            -          PF13927_seed         -            1.2e-17   66.5   0.4   1.4e-17   66.3   0.4   1.1   1   0   0   1   1   1   1 -
g56230.t1            -          PF13927_seed         -            1.2e-17   66.5   0.5     6e-08   35.4   0.0   2.3   2   0   0   2   2   2   2 -
g50810.t1            -          PF13927_seed         -            1.3e-17   66.4   0.0   1.2e-13   53.7   0.0   2.6   2   0   0   2   2   2   1 -
g7825.t1             -          PF13927_seed         -            1.5e-17   66.2   0.8   1.5e-13   53.4   0.1   2.4   2   0   0   2   2   2   1 -
g78784.t1            -          PF13927_seed         -            1.5e-17   66.2   0.3   3.7e-17   64.9   0.3   1.7   1   0   0   1   1   1   1 -
g56228.t1            -          PF13927_seed         -            1.9e-17   65.9   4.9     1e-07   34.7   0.0   3.3   3   0   0   3   3   3   2 -
g38494.t1            -          PF13927_seed         -              2e-17   65.8   2.7   2.2e-06   30.4   0.0   3.4   3   0   0   3   3   3   2 -
g83641.t1            -          PF13927_seed         -            2.1e-17   65.7   0.1   4.7e-17   64.6   0.1   1.6   1   0   0   1   1   1   1 -
g35884.t1            -          PF13927_seed         -            2.2e-17   65.7   4.0   5.2e-09   38.8   0.0   3.3   2   1   1   3   3   2   2 -
g73805.t1            -          PF13927_seed         -            2.3e-17   65.6   0.0   2.8e-17   65.3   0.0   1.1   1   0   0   1   1   1   1 -
g15419.t1            -          PF13927_seed         -            2.5e-17   65.5   3.8   1.3e-06   31.2   0.0   3.5   3   0   0   3   3   3   2 -
g60233.t1            -          PF13927_seed         -            2.6e-17   65.5   5.6   6.4e-07   32.1   0.0   3.5   3   0   0   3   3   3   2 -
g37303.t1            -          PF13927_seed         -            2.8e-17   65.3   0.4   6.2e-11   45.0   0.2   2.9   2   1   0   2   2   2   2 -
g10727.t1            -          PF13927_seed         -              3e-17   65.2   4.9   3.4e-14   55.5   0.1   2.8   2   1   0   2   2   2   1 -
g48009.t1            -          PF13927_seed         -            3.3e-17   65.1   2.1   5.5e-16   61.2   0.6   2.5   2   1   0   2   2   2   1 -
g21292.t1            -          PF13927_seed         -            3.3e-17   65.1   3.2   3.4e-11   45.8   0.2   3.5   3   0   0   3   3   3   1 -
g51599.t1            -          PF13927_seed         -            3.9e-17   64.9   0.9   3.9e-17   64.9   0.9   1.8   2   0   0   2   2   1   1 -
g38156.t1            -          PF13927_seed         -            4.2e-17   64.8   4.8     8e-12   47.8   0.8   2.6   2   1   0   2   2   2   2 -
g10726.t1            -          PF13927_seed         -            4.4e-17   64.7   4.6   4.6e-14   55.0   0.1   2.8   2   1   0   2   2   2   1 -
